date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2015-09-14,18.5,15.6,22.2,0,,,15.8,,1007.7,
2015-09-15,17.9,15,22.2,0,,,14.8,,1011.7,
2015-09-16,17.5,11.7,22.8,0,,,11.9,,1015.7,
2015-09-17,18.4,15,23.9,0,,,13.5,,1016.7,
2015-09-18,19.2,13.3,26.7,0,,,7.9,,1013.7,
2015-09-19,21.3,13.3,30,0,,,4.9,,1010.3,
2015-09-20,24.5,15,33.9,0,,,6.8,,1009.9,
2015-09-21,25.8,18.9,35.6,0,,,9.2,,1007.7,
2015-09-22,18.6,15,23.9,0,,,14,,1012.2,
2015-09-23,18.8,12.2,27.2,0,,,6.9,,1014.8,
2015-09-24,22.1,15.6,31.7,0,,,7.3,,1012.9,
2015-09-25,21.1,16.1,30,0,,,9.7,,1012.6,
2015-09-26,20.3,15,27.2,0,,,8.5,,1012.2,
2015-09-27,19.8,15,26.1,0,,,7.2,,1009.5,
2015-09-28,18.4,15.6,23.3,0,,,7.9,,1011.5,
2015-09-29,17.2,13.9,21.7,0,,,8.6,,1014.5,
2015-09-30,16.6,15,17.8,,,,4.8,,1014.8,
2015-10-01,19,16.7,24.4,,,,7.9,,1014.9,
2015-10-02,18.7,13.3,26.1,0,,,9.6,,1015,
2015-10-03,16.9,12.2,25,0,,,9.1,,1003.8,
2015-10-04,17.5,12.2,27.2,0,,,10.7,,1001.7,
2015-10-05,19,13.9,26.1,0,,,9.4,,1010.3,
2015-10-06,18.8,14.4,25,0,,,10.6,,1017.8,
2015-10-07,19.1,15.6,26.1,0,,,7.7,,1019.7,
2015-10-08,21.3,16.1,29.4,0,,,7.7,,1018.2,
2015-10-09,20.7,15,27.2,0,,,8.7,,1017.4,
2015-10-10,18.2,13.9,24.4,0,,,7.8,,,
2015-10-11,19,13.3,27.8,0,,,6.2,,1015.5,
2015-10-12,21.4,13.9,30.6,0,,,3.3,,1014.1,
2015-10-13,24.1,17.2,33.3,0,,,4.3,,1015,
2015-10-14,22.4,17.8,28.3,0,,,6.4,,1014.8,
2015-10-15,20,17.8,25,,,,8,,1013.7,
2015-10-16,19.2,16.7,25.6,,,,9.6,,1013.1,
2015-10-17,18.2,15.6,22.2,0,,,8.4,,1014.5,
2015-10-18,17.8,14.4,21.7,0,,,11.5,,1015.4,
2015-10-19,17.7,15.6,21.7,,,,11.9,,1016,
2015-10-20,18.5,12.2,26.7,0,,,9,,1014.4,
2015-10-21,18.9,11.7,27.2,0,,,6.2,,1013.6,
2015-10-22,17.8,11.7,24.4,0,,,4.6,,1013.6,
2015-10-23,18.4,12.8,25.6,0,,,6.9,,1015.5,
2015-10-24,17.5,12.2,25,0,,,4.6,,1015,
2015-10-25,17.5,14.4,22.8,0,,,8.8,,1015.2,
2015-10-26,18.2,13.3,25.6,0,,,5.5,,1014.9,
2015-10-27,17.3,13.9,20,,,,6,,1015.5,
2015-10-28,17.5,14.4,21.7,,,,9.6,,1016.6,
2015-10-29,16.7,11.1,23.3,0,,,7.8,,1015.8,
2015-10-30,17.7,10,26.7,0,,,6.4,,1016.2,
2015-10-31,18.6,11.7,28.9,0,,,7.6,,1018.2,
2015-11-01,17.8,13.3,22.2,0,,,9,,1018.9,
2015-11-02,14.4,12.2,18.3,,,,13.6,,,
2015-11-03,12.7,8.9,17.8,0,,,8,,1012.6,
2015-11-04,12.5,6.1,18.3,,,,9.9,,1017,
2015-11-05,12.5,6.1,18.9,0,,,7.1,,1023.1,
2015-11-06,12.5,6.1,19.4,0,,,4.9,,1024,
2015-11-07,12.7,6.1,20,0,,,4.7,,1019.8,
2015-11-08,11.9,7.2,16.1,,,,5.6,,1016.1,
2015-11-09,10.2,8.3,13.3,,,,9,,1015,
2015-11-10,10.6,7.2,14.4,,,,6.8,,1022.8,
2015-11-11,10.6,5,17.2,0,,,6.5,,1027.8,
2015-11-12,10.8,4.4,17.8,0,,,6,,1023.1,
2015-11-13,11.5,5,18.9,0,,,3.6,,1018.2,
2015-11-14,11.8,5.6,18.3,0,,,4.9,,1013.4,
2015-11-15,11.9,10,15,11.4,,249,23.5,,1012.8,
2015-11-16,10.7,6.7,15,0,,292,22.1,,1023.6,
2015-11-17,11.9,6.7,17.2,0,,,8.4,,1026.3,
2015-11-18,12.5,7.2,18.3,0,,,5.3,,1023,
2015-11-19,13.3,7.8,19.4,0,,,5.4,,1020.7,
2015-11-20,14.4,8.9,21.7,0,,,6.5,,1018.6,
2015-11-21,13.9,8.3,20.6,0,,,3.5,,,
2015-11-22,14.2,7.8,21.7,0,,,2.4,,1014.8,
2015-11-23,11.7,7.8,15.6,0,,,5.7,,1013.4,
2015-11-24,10.5,8.3,13.3,,,,14.4,,1013.3,
2015-11-25,8.1,5,11.7,6,,,6.2,,,
2015-11-26,6.9,2.8,11.7,0,,,6.6,,1018.5,
2015-11-27,7.5,1.7,12.8,0,,,7.3,,1019.7,
2015-11-28,6.4,-0.6,13.9,0,,,4.7,,1020.4,
2015-11-29,6.8,0,14.4,0,,,5.8,,1021.8,
2015-11-30,7.3,2.2,11.7,,,,3.9,,1022.4,
2015-12-01,9.6,3.9,16.1,0,,,2.7,,1023,
2015-12-02,10.2,5.6,15.6,0,,,2.1,,1021.5,
2015-12-03,11.2,6.1,16,,,,11.2,,,
2015-12-04,10.5,5,16.7,0,,,6.6,,1023.2,
2015-12-05,10,5,15,0,,,3.4,,1024.4,
2015-12-06,14.9,10,20.6,0,,,10,,1024.9,
2015-12-07,13.8,11.1,17.2,0,,,4.2,,1025.3,
2015-12-08,13.7,9.4,17.8,0,,,3.8,,1023.3,
2015-12-09,16.5,13.3,21.7,0,,,4.9,,1019.4,
2015-12-10,14.5,11.7,17.2,,,,10.9,,1013.1,
2015-12-11,11.5,9.4,14.4,,,,12,,1013,
2015-12-12,11.1,6.1,15,0,,,6.4,,1020.8,
2015-12-13,10.6,8.9,12.2,,,213,20.5,,1017.1,
2015-12-14,8.7,3.9,12.8,0,,,13.5,,1019.9,
2015-12-15,8.8,5,13.3,0,,,12,,1021.5,
2015-12-16,8,2.2,15,,,,7.9,,1023.7,
2015-12-17,9,2.8,15.6,0,,,6.7,,1024.1,
2015-12-18,11.1,5.6,16.7,,,,12.3,,,
2015-12-19,10.8,6.7,13.3,,,,8.6,,,
2015-12-20,8.5,3.3,12.2,,,,15.3,,1022.1,
2015-12-21,13.2,11.1,15,,,,14.4,,,
2015-12-22,14.5,11.7,16.1,,,282,18.3,,1011,
2015-12-23,10.8,7.8,13.3,0,,,18.1,,1015.4,
2015-12-24,8.1,5.6,10.6,,,,13.5,,1015.8,
2015-12-25,6.2,1.1,11.1,0,,,9.8,,1023.2,
2015-12-26,7.1,2.8,12.2,0,,,12.1,,1029.2,
2015-12-27,5,-0.6,8.9,,,,6.6,,1023.8,
2015-12-28,6.8,5,8.9,,,,8.9,,1017.6,
2015-12-29,6.3,1.1,12.8,0,,,3.5,,1019.6,
2015-12-30,7,0.6,13.3,,,,7.7,,1023.7,
2015-12-31,,,,,,,,,,
2016-01-01,5.7,1.7,10,0,,,2.8,,1020.6,
2016-01-02,7.9,5,11.7,0,,,3.1,,1017.5,
2016-01-03,9.7,6.1,12.8,,,,6.1,,1011.3,
2016-01-04,12.7,9.4,16.7,,,,11.1,,1007.1,
2016-01-05,11.4,9.4,13.3,,,,15,,1006.2,
2016-01-06,10.3,8.9,12.2,,,113,19.8,,1006.6,
2016-01-07,9.7,6.7,13.3,,,,10.1,,1013.5,
2016-01-08,9.2,3.3,13.3,0,,,5.2,,1018.7,
2016-01-09,11.3,10,13.3,,,119,16.9,,1019.8,
2016-01-10,11.1,8.3,13.3,0.3,,,3.6,,1022.3,
2016-01-11,12.6,10.6,16.7,,,,5.3,,1025.5,
2016-01-12,13,6.7,18.3,0,,,10.2,,1022.1,
2016-01-13,13.7,10,16.1,,,,14.4,,1020.4,
2016-01-14,10.5,6.1,14.4,,,,11.7,,1020,
2016-01-15,13.5,11.1,17.8,,,,3.6,,,
2016-01-16,14,11.7,16.7,,,,15.2,,1021.2,
2016-01-17,14.8,13.3,16.1,,,132,13.4,,1019.7,
2016-01-18,15.1,11.7,18.3,,,,10.2,,,
2016-01-19,14.5,11.1,18.9,,,,16.1,,1018.1,
2016-01-20,13.2,9.4,18.3,0,,,5.5,,1023.5,
2016-01-21,15,10,20,,,,10.2,,1019.7,
2016-01-22,15.5,14.4,17.2,,,125,20.5,,1015.7,
2016-01-23,12.3,9.4,15,,,,8.7,,1018.7,
2016-01-24,10.7,7.8,14.4,0,,,6.7,,1023.1,
2016-01-25,11.5,6.7,16.1,0,,,7.3,,1024.4,
2016-01-26,12.3,8.3,16.7,0,,,4.9,,1026.1,
2016-01-27,12.3,7.8,18.3,0,,,3.5,,1026.1,
2016-01-28,12.1,6.1,16.7,0,,,5,,1024.5,
2016-01-29,16,13.3,19.4,,,,12.7,,1020.2,
2016-01-30,12.3,10.6,15,,,297,13,,1017.3,
2016-01-31,10.2,7.8,12.2,,,,17.5,,1011.1,
2016-02-01,9.3,6.1,13.3,,,,18.3,,1021.4,
2016-02-02,8.7,3.9,14.4,,,,12.6,,1024.5,
2016-02-03,9.2,3.9,15.6,0,,,6.5,,1028.2,
2016-02-04,11.3,7.2,16.1,0,,,2.9,,1029.7,
2016-02-05,10.9,5,17.8,0,,,4.8,,1029.2,
2016-02-06,11.9,5.6,17.8,0,,,3.5,,1028.3,
2016-02-07,15.1,7.2,24.4,0,,,10.2,,1023.7,
2016-02-08,15.7,7.2,24.4,0,,,4,,1022.5,
2016-02-09,15.2,7.8,23.3,0,,,4.5,,1021.8,
2016-02-10,14.9,8.3,22.2,0,,,5.1,,1022.6,
2016-02-11,15,8.9,22.2,0,,,7.3,,1020.6,
2016-02-12,14.4,9.4,20,0,,,6.7,,1022.6,
2016-02-13,14.2,11.7,20,0,,,8.8,,1024.1,
2016-02-14,14.4,8.9,21.1,0,,,8.3,,1024.4,
2016-02-15,18.1,11.1,24.4,0,,,10.1,,1019.6,
2016-02-16,17.5,10.6,26.1,0,,,4.3,,1012.1,
2016-02-17,17.1,11.1,19.4,,,151,24.9,,1003.6,
2016-02-18,12.8,10,16.7,,,,14,,1014,
2016-02-19,12.1,7.8,16.7,0,,,14.5,,1020.3,
2016-02-20,12.3,8.9,16.7,0,,,7,,1022.9,
2016-02-21,11.7,6.1,17.8,0,,,7.4,,1024.4,
2016-02-22,13.3,7.8,20,0,,,8.4,,,
2016-02-23,14.3,7.8,22.2,0,,,4.8,,1017.5,
2016-02-24,14.5,7.8,22.8,0,,,5.7,,1019.7,
2016-02-25,16.4,10,24.4,0,,,3.9,,1019.4,
2016-02-26,15.9,10.6,21.7,0,,,10.4,,1020,
2016-02-27,15.9,12.2,20.6,0,,,10.8,,1021.6,
2016-02-28,13.9,7.8,19.4,0,,,6.7,,1022.2,
2016-02-29,16.6,12.2,23.9,0,,,4.6,,1021,
2016-03-01,16.2,11.7,22.2,0,,,9.9,,1020.1,
2016-03-02,15.5,10,24.4,0,,,9,,1018.9,
2016-03-03,16.6,13.3,21.1,,,,10.3,,1018.6,
2016-03-04,17.2,14.4,19.4,,,,12.7,,1015.1,
2016-03-05,16.1,13.3,18.9,,,119,21.8,,1009.3,
2016-03-06,13.1,10,16.1,,,,13.1,,1012.9,
2016-03-07,10.9,9.4,13.9,,,,14,,1010.1,
2016-03-08,11.2,6.1,15,,,,7.9,,1018.9,
2016-03-09,15.8,11.7,21.7,,,141,14.7,,1018.4,
2016-03-10,17.2,15.6,20,,,,16.3,,1015.8,
2016-03-11,13.2,11.1,15.6,,,178,17.1,,1010.1,
2016-03-12,12.3,8.3,15.6,,,,14.6,,1020.1,
2016-03-13,,,,,,,,,,
2016-03-14,13.7,11.1,16.7,,,,12.7,,1022.5,
2016-03-15,12.6,7.2,18.9,0,,,9.9,,1023.4,
2016-03-16,14.4,6.7,21.7,0,,,8.9,,1018.5,
2016-03-17,16.5,9.4,24.4,0,,,7.2,,1013.7,
2016-03-18,14.5,12.2,20,0,,,8,,1015.2,
2016-03-19,15.4,11.7,22.8,0,,,8.2,,1016.7,
2016-03-20,16,11.7,21.7,,,137,16.9,,1017.6,
2016-03-21,13.4,10,17.8,,,,11.4,,1019,
2016-03-22,12.4,8.3,16.7,,,,14,,1023.1,
2016-03-23,13.1,7.8,18.9,0,,,11.4,,1025.4,
2016-03-24,13.8,7.8,20,0,,,11.6,,1023.7,
2016-03-25,14.2,8.9,21.1,0,,,10.6,,1017.7,
2016-03-26,15,8.9,22.2,0,,,9.7,,1015.6,
2016-03-27,14.9,12.2,18.9,0,,,11.7,,1018.1,
2016-03-28,11.7,8.3,15.6,1,,,16.1,,1014.2,
2016-03-29,11.8,5.6,18.3,0,,,8.1,,1012.2,
2016-03-30,12.3,7.2,17.8,0,,,12.7,,1015.5,
2016-03-31,14,11.1,20,0,,,8.2,,1019.8,
2016-04-01,13.4,8.3,18.9,0,,,9.8,,1021.6,
2016-04-02,15.1,11.7,22.2,0,,,9.3,,1021.2,
2016-04-03,14.6,12.2,19.4,0,,,9.2,,1019.9,
2016-04-04,16.1,11.7,21.7,0,,,10.5,,1022.5,
2016-04-05,18.1,10,27.2,0,,,12,,1021.5,
2016-04-06,21.4,11.7,31.1,0,,,6.2,,1017.7,
2016-04-07,20.1,16.1,25,0,,140,15.5,,1013.6,
2016-04-08,16.3,14.4,18.3,,,,6.9,,1012.1,
2016-04-09,15.7,14.4,17.8,,,,7.9,,1012.5,
2016-04-10,,,,,,,,,,
2016-04-11,15.5,12.2,20,,,,7.6,,1018.5,
2016-04-12,14,12.2,16.1,0,,,10.5,,1022.8,
2016-04-13,14.1,9.4,20,0,,,11.4,,1022,
2016-04-14,13.9,10.6,17.8,,,,19.8,,1020.1,
2016-04-15,14.7,8.9,21.1,0,,284,18.1,,1019.9,
2016-04-16,18.4,10,26.7,0,,,9.2,,1018.3,
2016-04-17,21,12.2,30,0,,,7.2,,1016.1,
2016-04-18,21,12.8,32.2,0,,,9.7,,1016.6,
2016-04-19,20.3,13.3,27.2,0,,,7.8,,1014.2,
2016-04-20,18.7,10.6,25.6,0,,,13.2,,1013.3,
2016-04-21,18.5,13.9,24.4,0,,,14.3,,1012.4,
2016-04-22,15.4,13.3,16.7,,,187,18.7,,1013.4,
2016-04-23,14.4,10,19.4,0,,,14.6,,1021.6,
2016-04-24,14.7,11.7,19.4,0,,,19.9,,1017.7,
2016-04-25,13.3,8.3,18.3,0,,291,20.4,,1016.8,
2016-04-26,13.6,7.2,20,0,,,13.1,,1017.9,
2016-04-27,13.2,10,16.1,,,270,16.9,,,
2016-04-28,15.1,10,22.2,0,,,14.3,,1013.1,
2016-04-29,15,10.6,20.6,0,,,13.1,,1015.8,
2016-04-30,18.1,10.6,25,0,,,16.5,,1011.6,
2016-05-01,20.1,12.2,27.8,0,,,10.3,,1010.3,
2016-05-02,16.5,11.1,23.3,0,,,12.6,,1016.1,
2016-05-03,16.9,13.3,22.2,0,,,10,,1014.8,
2016-05-04,16.8,13.9,21.7,0,,,10.5,,1011.7,
2016-05-05,16.7,13.3,21.1,0,,170,15.2,,1011.1,
2016-05-06,14.6,12.8,16.1,,,,10.9,,1011.2,
2016-05-07,15.1,12.2,18.3,,,146,12.1,,1013.7,
2016-05-08,16.5,13.3,21.1,0,,,10.1,,1014.4,
2016-05-09,16.2,13.3,21.1,,,,11,,,
2016-05-10,16.8,13.3,23.3,0,,,9.7,,1014.7,
2016-05-11,16.5,12.2,22.2,0,,,10.7,,1016.3,
2016-05-12,16.5,13.9,21.1,0,,,11.7,,1016.9,
2016-05-13,15.8,13.3,20.6,0,,,13.8,,1016.3,
2016-05-14,17,10.6,23.3,0,,,13.9,,1016.9,
2016-05-15,17.5,14.4,22.2,0,,,16.4,,1015.2,
2016-05-16,18.2,13.3,25.6,0,,,12.5,,1014.3,
2016-05-17,22.1,13.9,31.1,0,,,11.5,,1012.7,
2016-05-18,22.8,16.7,31.1,0,,,9.3,,1013.4,
2016-05-19,17,13.3,22.2,0,,,12.3,,1012,
2016-05-20,14.4,11.7,17.8,,,264,19.6,,1011.1,
2016-05-21,14.3,12.2,16.7,,,,9.2,,1016.3,
2016-05-22,14.5,9.4,20,0,,,,,1018.5,
2016-05-23,15.5,10,21.1,0,,,13.6,,1014.4,
2016-05-24,16.3,13.3,20.6,0,,,14.4,,1014.9,
2016-05-25,16.4,13.3,21.1,0,,,13.5,,1019.3,
2016-05-26,17.2,10.6,25,0,,,12.5,,1018.1,
2016-05-27,18.6,11.7,26.1,0,,,13.8,,1013.1,
2016-05-28,22.1,15.6,30.6,0,,,10.4,,1010,
2016-05-29,19.1,12.8,27.2,0,,,13.9,,1014,
2016-05-30,19.7,12.2,27.8,0,,,12.6,,1014.4,
2016-05-31,22.5,15,31.7,0,,,9.3,,1010.8,
2016-06-01,20.9,15,26.7,0,,,11.4,,1011.2,
2016-06-02,21.3,14.4,29.4,0,,,9.6,,1014.6,
2016-06-03,25.1,16.1,35,0,,,9.3,,1014.1,
2016-06-04,23.5,18.3,30,0,,,8.2,,1011.8,
2016-06-05,20.4,15.6,30.6,0,,,11.5,,1011.4,
2016-06-06,18.7,14.4,23.9,0,,,12.2,,1009.9,
2016-06-07,18.8,15,25.6,0,,,13.7,,1012.3,
2016-06-08,18.2,15.6,22.8,0,,,15,,1014,
2016-06-09,17.6,15,21.7,0,,,14.5,,1014,
2016-06-10,18,13.3,22.8,0,,,14,,1015,
2016-06-11,20.3,12.2,29.4,0,,,11.1,,1012.7,
2016-06-12,21,15,28.3,0,,148,18.4,,1015.4,
2016-06-13,18.5,14.4,23.9,0,,,17.8,,1018.3,
2016-06-14,16.8,13.3,21.7,0,,,15.1,,1017.1,
2016-06-15,15.9,11.1,21.1,0,,,13.8,,1016.6,
2016-06-16,18.2,11.1,24.4,0,,,12.6,,1018,
2016-06-17,19.5,14.4,25.6,0,,11,15.2,,1017.6,
2016-06-18,19.6,14.4,24.4,0,,,14.3,,1020.4,
2016-06-19,22.3,15.6,30,0,,,12.4,,1017.6,
2016-06-20,21.4,15,28.9,0,,,12.2,,1017.4,
2016-06-21,22.2,15.6,32.2,0,,,10.2,,1016,
2016-06-22,18.9,13.9,23.9,0,,,12.1,,1015.5,
2016-06-23,19.7,12.8,27.2,0,,,13.7,,1017.9,
2016-06-24,20.1,13.9,27.2,0,,,12.6,,1017.3,
2016-06-25,22.5,16.1,31.7,0,,,11.2,,1014.1,
2016-06-26,22.1,15.6,31.1,0,,,10.5,,1014.5,
2016-06-27,22,15,30.6,0,,,12.1,,1015.3,
2016-06-28,21,16.1,28.9,0,,,12.6,,1014.6,
2016-06-29,17.6,13.9,22.2,0,,,13.6,,1014.4,
2016-06-30,20.1,13.9,28.9,0,,,9,,1011.2,
2016-07-01,19.6,13.3,26.1,0,,,13.2,,1010.8,
2016-07-02,20,13.3,26.7,0,,,15.8,,1013.3,
2016-07-03,19.8,13.9,26.7,0,,206,14.9,,1015.5,
2016-07-04,19.2,13.3,26.1,0,,,14.3,,1015.7,
2016-07-05,18.5,14.4,24.4,0,,,13.7,,1015,
2016-07-06,17.7,12.8,23.9,0,,,15,,1015.2,
2016-07-07,17.5,13.9,22.8,0,,,12.5,,1015.6,
2016-07-08,19,15,24.4,0,,,14,,1016.4,
2016-07-09,20.6,16.7,26.7,0,,,15.3,,1018.7,
2016-07-10,19.4,13.3,25.6,0,,,15,,1017.6,
2016-07-11,20.7,15,27.8,0,,,12.4,,1013.6,
2016-07-12,19.2,13.3,25.6,0,,,11.6,,1014.3,
2016-07-13,22.7,15,31.7,0,,,9.4,,1014.5,
2016-07-14,22.6,16.7,28.9,0,,,10.6,,1014,
2016-07-15,19.7,13.3,26.7,0,,,11.7,,1012.8,
2016-07-16,19.9,14.4,27.2,0,,,14.3,,1011.6,
2016-07-17,18.1,13.3,26.7,0,,,17.8,,1013.4,
2016-07-18,18.2,15,22.2,0,,,13.3,,1018,
2016-07-19,18.2,14.4,23.3,0,,,15,,1018.6,
2016-07-20,19.2,13.9,26.1,0,,,11.8,,1017.5,
2016-07-21,18.3,13.9,25,0,,317,16.2,,1018.7,
2016-07-22,20.7,13.3,28.9,0,,,10,,1018.5,
2016-07-23,22.2,15.6,31.1,0,,,10.4,,1013.7,
2016-07-24,21.4,16.1,29.4,0,,,9.7,,1011.1,
2016-07-25,21,13.9,28.9,0,,,10.4,,1012.9,
2016-07-26,24.4,16.7,34.4,0,,,7.7,,1011.6,
2016-07-27,24.1,17.8,32.2,0,,,9.9,,1011.6,
2016-07-28,21.5,16.1,29.4,0,,300,11,,1011.8,
2016-07-29,21.6,15.6,28.9,0,,,10.6,,1010,
2016-07-30,20.6,16.1,26.7,0,,,11.9,,1009.3,
2016-07-31,19.5,15,25.6,0,,,11.1,,1011.5,
2016-08-01,19.8,16.1,26.1,0,,,11.8,,1013.8,
2016-08-02,20.1,15,27.2,0,,,9.6,,1015.1,
2016-08-03,19.9,13.9,27.8,0,,,11.8,,1014.2,
2016-08-04,17.9,14.4,22.8,0,,,11.5,,1013.5,
2016-08-05,18.5,15,24.4,0,,,14.7,,1012.3,
2016-08-06,18,15,23.3,0,,,11,,1011.9,
2016-08-07,18.4,12.8,25,0,,,10.6,,1011.9,
2016-08-08,19.5,14.4,26.7,0,,,9.9,,1010.6,
2016-08-09,19.9,13.9,28.9,0,,,12.2,,1010,
2016-08-10,19.2,13.3,28.3,,,,17.9,,1011.6,
2016-08-11,19.2,13.9,27.2,0,,,12.2,,1015.1,
2016-08-12,20.7,15.6,26.7,0,,,9.3,,1016.1,
2016-08-13,21.5,15.6,30.6,0,,,10,,1014.2,
2016-08-14,20.1,15.6,28.9,0,,,12.1,,1012.5,
2016-08-15,19.3,15.6,25,0,,,9.9,,,
2016-08-16,19.9,15.6,27.8,0,,,9.8,,1012.2,
2016-08-17,20.1,15.6,27.2,0,,,11,,1010.5,
2016-08-18,20.1,16.1,26.7,0,,,9.9,,1010.5,
2016-08-19,19.3,15,25,0,,,10.9,,1012.4,
2016-08-20,19.2,16.1,23.9,0,,,10.7,,1013.4,
2016-08-21,18.8,16.1,25,0,,,11,,1013.2,
2016-08-22,18.6,15.6,24.4,0,,,10.9,,1013.9,
2016-08-23,19.3,15.6,26.1,0,,,10.1,,1017.2,
2016-08-24,19,15.6,25,0,,,9.9,,1017.4,
2016-08-25,18.8,15.6,23.9,0,,,9.3,,1013.5,
2016-08-26,19.4,15.6,26.1,0,,,13.1,,1013.1,
2016-08-27,19.3,16.7,25,0,,,12.3,,1015.3,
2016-08-28,19.4,16.1,25.6,0,,,10.7,,1017.7,
2016-08-29,18.3,15.6,23.9,0,,,15.9,,1018.1,
2016-08-30,20.6,15,26.7,0,,,10.3,,1015.3,
2016-08-31,19.9,15.6,25,0,,,14,,1014,
2016-09-01,18.4,15.6,23.9,0,,,9,,1014.3,
2016-09-02,19.1,13.9,27.2,0,,,10.7,,1012.4,
2016-09-03,18.4,14.4,23.9,0,,,12.2,,1010.7,
2016-09-04,17.7,12.8,23.9,0,,,14.3,,1010.6,
2016-09-05,18.4,12.2,26.7,0,,,14.6,,1010,
2016-09-06,20.9,12.8,30,0,,,8.3,,1010.6,
2016-09-07,23.7,15,33.9,0,,,8.5,,1012.1,
2016-09-08,19.4,15.6,25.6,0,,,15.3,,1017.3,
2016-09-09,19,15.6,25,0,,,8.9,,1016,
2016-09-10,18.6,15,24.4,0,,,9.9,,1016.9,
2016-09-11,17.8,13.9,24.4,0,,,10.5,,1016.9,
2016-09-12,,,,0,,,,,1012.2,
2016-09-13,17.4,13.3,22.8,0,,141,14.5,,1012.7,
2016-09-14,18.6,12.8,25,0,,,12.1,,1017.9,
2016-09-15,18.1,13.9,24.4,0,,,7.9,,1017,
2016-09-16,18.9,13.9,26.7,,,,9.1,,1014.8,
2016-09-17,20.3,15,28.9,0,,,7.4,,1015.1,
2016-09-18,23.4,14.4,33.3,0,,,6.3,,1013.4,
2016-09-19,25.3,17.8,34.4,0,,,6.5,,1012.6,
2016-09-20,21.3,16.1,26.7,0,,,10.9,,1013.8,
2016-09-21,18.8,15,24.4,0,,,13.8,,1014,
2016-09-22,17.2,13.9,21.7,0,,,16.5,,1016.9,
2016-09-23,17.8,11.7,26.1,0,,,11.4,,1019.7,
2016-09-24,21.3,13.9,30.6,0,,,9.9,,1018.7,
2016-09-25,25,16.1,35.6,0,,,6,,1016.2,
2016-09-26,26.8,17.8,36.7,0,,,8.9,,1014.1,
2016-09-27,25.1,17.8,34.4,0,,,8.3,,1011.5,
2016-09-28,19.6,15,26.7,0,,,9.7,,1012,
2016-09-29,17,13.9,22.2,0,,,10,,1017.3,
2016-09-30,16.2,13.3,20.6,0,,,15.5,,,
2016-10-01,16.8,11.7,22.8,0,,,13.6,,1019.4,
2016-10-02,16,10.6,21.7,,,,11,,1017.8,
2016-10-03,15.7,10.6,20,,,,9.6,,1018,
2016-10-04,17.4,13.9,21.7,0,,,13.3,,1015.9,
2016-10-05,16.4,10.6,23.9,0,,,9.5,,1017.5,
2016-10-06,17.7,10.6,25.6,0,,,9.2,,1016.9,
2016-10-07,19.4,11.7,28.9,0,,,6.2,,1014.7,
2016-10-08,21.6,12.8,31.1,0,,,5.9,,1012.4,
2016-10-09,20.9,13.3,30,0,,,7.5,,1013.6,
2016-10-10,17.4,13.9,22.2,0,,,8,,1014.5,
2016-10-11,17,15,21.1,0,,,11,,1017.2,
2016-10-12,16.5,13.9,21.7,0,,,9.1,,1018.1,
2016-10-13,16.7,11.7,22.8,0,,,5.5,,1017.1,
2016-10-14,18.4,16.1,21.1,,,,17.2,,,
2016-10-15,19,16.1,23.9,,,,15.1,,1012.1,
2016-10-16,18,16.7,19.4,,,136,19.4,,1009.8,
2016-10-17,17,13.3,21.7,,,,11.2,,1016.3,
2016-10-18,16.1,11.1,21.7,0,,,11.5,,1020.8,
2016-10-19,17.5,10.6,25.6,0,,,9.7,,1021.1,
2016-10-20,18.7,11.1,27.8,0,,,6.5,,1018.9,
2016-10-21,18.2,12.2,26.1,0,,,7.6,,1014,
2016-10-22,16.7,11.7,22.2,0,,,7.5,,1012,
2016-10-23,16,10.6,22.8,0,,,11.6,,1012.6,
2016-10-24,17.7,15,20,,,150,16.8,,1014.6,
2016-10-25,19.5,17.8,23.3,,,138,15.9,,1017,
2016-10-26,18.6,13.9,26.7,0,,,11.7,,1016.1,
2016-10-27,17.6,15.6,21.1,,,,9.3,,1014.1,
2016-10-28,18.4,16.1,21.7,,,,7.9,,1012.1,
2016-10-29,18.6,16.7,22.2,,,,12.1,,1013.8,
2016-10-30,16.6,15,19.4,,,140,16.9,,,
2016-10-31,15.6,11.1,19.4,,,,9.4,,1017.5,
2016-11-01,15.4,12.2,19.4,,,,12.3,,1018.4,
2016-11-02,14.9,8.3,22.2,0,,,6.7,,1021.3,
2016-11-03,15.8,10,23.3,0,,,5,,1020.6,
2016-11-04,16.6,10.6,24.4,0,,,4.7,,1019.6,
2016-11-05,15.3,10,20.6,0,,,7.2,,1019,
2016-11-06,17,12.2,22.2,0,,,6.8,,1019.1,
2016-11-07,18.1,13.9,23.3,0,,,4.8,,1020.2,
2016-11-08,18.6,13.3,25,0,,,4.8,,1020,
2016-11-09,18.3,13.3,25.6,0,,,3.3,,1018.3,
2016-11-10,18.6,12.8,25,0,,,3.9,,1016.9,
2016-11-11,17.9,12.8,23.9,0,,,6.4,,1017.4,
2016-11-12,17.6,13.9,23.3,0,,,6.1,,1019.9,
2016-11-13,16.3,11.1,22.2,0,,,5.2,,,
2016-11-14,15.6,13.9,20.6,0,,,4.5,,1021.1,
2016-11-15,16.2,13.9,21.1,,,,10.1,,1019.7,
2016-11-16,13.4,10,16.7,0,,,16.5,,1018.7,
