date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2016-11-17,11.4,6.1,17.2,0,,,6.4,,1019,
2016-11-18,13.6,6.1,22.2,0,,,13.1,,1015.8,
2016-11-19,14.6,12.8,17.8,,,118,22.2,,,
2016-11-20,14.3,12.8,17.8,,,,10.5,,1013.4,
2016-11-21,13.3,10.6,17.2,0,,,8.7,,1017.6,
2016-11-22,11.9,7.2,17.8,0,,,7.7,,1021.4,
2016-11-23,12.3,8.9,16.1,,,,10.1,,1025.5,
2016-11-24,9.7,5,16.1,0,,,4.6,,1024.7,
2016-11-25,10.5,5,16.7,0,,,6.3,,1018,
2016-11-26,11.2,10,12.8,,,,15.3,,1012,
2016-11-27,11.9,10,15,9,,,12.9,,1017.4,
2016-11-28,11.8,9.4,15,,,,14.7,,1017.1,
2016-11-29,10.5,6.1,15.6,0,,,9.7,,1019.3,
2016-11-30,9.7,4.4,15.6,,,,8.8,,1020.1,
2016-12-01,10.6,5.6,15.6,0,,,8.8,,1019.8,
2016-12-02,12.8,8.3,16.7,0,,299,17,,1022.2,
2016-12-03,11.3,5.6,18.3,0,,,7,,1023.2,
2016-12-04,10.9,6.1,16.1,0,,,7.5,,1021.3,
2016-12-05,11.8,10,13.3,,,,8.1,,1018.5,
2016-12-06,9.6,5.6,13.3,0,,,8.6,,1018.9,
2016-12-07,8.6,3.3,12.2,,,,6.8,,1020.6,
2016-12-08,13.7,10,16.7,,,120,22.1,,1019.7,
2016-12-09,16.4,13.9,19.4,,,143,12.6,,1022.4,
2016-12-10,16,13.3,17.2,,,,11.6,,,
2016-12-11,11.2,9.4,12.8,0,,,6.1,,1021.6,
2016-12-12,11.2,10,13.9,0,,,2.4,,1020.4,
2016-12-13,12.7,10,15.6,,,,4.9,,1019.1,
2016-12-14,15.1,12.8,17.2,,,,11.4,,1017,
2016-12-15,15.2,11.7,16.7,,,,19.6,,1009.7,
2016-12-16,10.2,6.7,12.2,,,279,20.7,,1013.5,
2016-12-17,6.4,2.2,11.7,0,,,4,,1024.3,
2016-12-18,5.7,0,12.2,0,,,8.3,,1027.3,
2016-12-19,6,0,12.8,0,,,4.2,,1028.8,
2016-12-20,7.6,1.7,14.4,0,,,1.8,,1025.2,
2016-12-21,11,5,18.3,0,,,7.7,,1018.8,
2016-12-22,10.6,5,17.8,0,,,3.9,,1015.8,
2016-12-23,10,6.7,11.7,,,,16.7,,,
2016-12-24,7.3,2.8,11.1,0,,,10.3,,1012.6,
2016-12-25,6.6,1.7,12.2,0,,,10,,1017.9,
2016-12-26,6.4,1.7,12.2,0,,,5.6,,1025,
2016-12-27,7.1,2.2,13.9,0,,,4,,1027,
2016-12-28,8.2,1.7,15.6,0,,,4,,1024.8,
2016-12-29,8.9,2.2,16.1,0,,,3,,1021.4,
2016-12-30,9.8,5.6,16.1,0,,,4.1,,1016.7,
2016-12-31,,,,,,,,,,
2017-01-01,8.4,3.9,12.8,,,,10.3,,1014.6,
2017-01-02,8.4,6.7,10.6,,,,12,,1017,
2017-01-03,11.1,9.4,12.8,,,117,22.1,,1016.2,
2017-01-04,12.1,8.9,15,,,,13,,1014,
2017-01-05,8.3,5,10.6,,,,10.4,,1017.3,
2017-01-06,5.9,0,11.7,,,,5.1,,1018.7,
2017-01-07,12.7,8.3,15.6,,,,22.3,,,
2017-01-08,15.3,14.4,17.8,,,131,23.8,,,
2017-01-09,13.3,11.7,15.6,,,,12.3,,1017.4,
2017-01-10,13.6,12.2,15.6,,,,18.4,,1012.7,
2017-01-11,11.5,8.3,13.3,,,,9.2,,1012.4,
2017-01-12,9.3,8.3,11.7,,,,11.4,,1013.4,
2017-01-13,8.7,4.4,13.3,0,,,7.5,,1020.9,
2017-01-14,8.2,3.3,14.4,0,,,7.2,,1022.3,
2017-01-15,8,5.6,12.2,0,,,5.3,,,
2017-01-16,7.5,2.8,13.9,0,,,6,,1020.3,
2017-01-17,7.7,2.2,12.8,0,,,6.5,,1019.9,
2017-01-18,10.4,8.9,11.7,,,,23.5,,1014.1,
2017-01-19,10.9,8.3,13.9,,,,10.3,,1010.5,
2017-01-20,9.9,8.3,12.8,,,,18.9,,,
2017-01-21,10,6.7,13.3,,,,16.7,,,
2017-01-22,10.2,8.3,13.3,,,123,24,,1006.3,
2017-01-23,8.2,5.6,10.6,,,,8.6,,,
2017-01-24,7.8,3.9,13.3,,,,8.6,,1017.7,
2017-01-25,7.8,2.2,13.9,0,,,8.4,,1026.5,
2017-01-26,8.5,4.4,13.3,0,,,5.7,,1030.2,
2017-01-27,8.6,3.3,15,0,,,5.4,,1034,
2017-01-28,8.8,2.2,17.2,0,,,4.1,,1033.6,
2017-01-29,9.5,3.3,17.8,0,,,2.9,,1029.4,
2017-01-30,10.2,3.3,17.8,0,,,2.9,,1023.1,
2017-01-31,10.4,4.4,17.2,0,,,3.1,,1019,
2017-02-01,11.8,7.8,16.1,,,,11.7,,1014.8,
2017-02-02,14.2,10.6,17.8,,,127,23.2,,1014.4,
2017-02-03,15.2,13.9,16.7,,,140,16.4,,1013.9,
2017-02-04,13.5,10,16.7,,,,10.6,,1019.1,
2017-02-05,12.2,9.4,15,,,,15.7,,1012.7,
2017-02-06,14.4,12.2,16.1,,,,16.6,,1010.8,
2017-02-07,16.2,13.3,18.3,,,,14.2,,,
2017-02-08,17.2,15,18.3,,,139,13.6,,,
2017-02-09,16.4,14.4,17.8,,,,15.7,,1014.4,
2017-02-10,14.2,11.1,16.7,,,,9.8,,,
2017-02-11,11.2,7.8,15.6,0,,,12.9,,1022.3,
2017-02-12,11.5,5,18.3,0,,,8.3,,1022.6,
2017-02-13,11.3,5.6,16.7,0,,,5.2,,1020.6,
2017-02-14,13.8,7.8,21.1,0,,,4.2,,1019.4,
2017-02-15,15.3,10,21.1,0,,,8.7,,1017.4,
2017-02-16,15.4,12.8,18.3,,,,15.6,,1012.5,
2017-02-17,13.4,12.2,15,,,112,25.4,,992.7,
2017-02-18,11.7,9.4,12.8,,,,18.1,,,
2017-02-19,11.1,8.9,13.3,,,121,20.6,,1010.9,
2017-02-20,13.7,12.2,16.1,,,,17.7,,1014.3,
2017-02-21,13,10,15.6,,,,10.8,,1022.1,
2017-02-22,9.6,6.7,12.8,,,,15.3,,1024.1,
2017-02-23,8.1,4.4,11.7,0,,,11.9,,1023.1,
2017-02-24,7.5,1.7,13.3,0,,,9.7,,1024.1,
2017-02-25,8.5,2.8,14.4,0,,,8.5,,1019.9,
2017-02-26,9.5,3.9,14.4,0.3,,,8.7,,1014.9,
2017-02-27,9.4,6.1,12.8,,,,9.6,,1014.4,
2017-02-28,9.1,4.4,14.4,0,,,9.6,,1022.6,
2017-03-01,10.2,3.3,17.2,0,,,7.4,,1028.5,
2017-03-02,11.4,4.4,18.9,0,,,6.5,,1025.9,
2017-03-03,11.8,6.1,18.9,0,,,7.9,,1019,
2017-03-04,12.2,8.9,16.1,,,,11.7,,1014.8,
2017-03-05,8.9,5.6,11.1,,,,12.5,,1015.2,
2017-03-06,9,4.4,13.3,,,,9.8,,1024.9,
2017-03-07,10.6,5,16.1,0,,,6.8,,1027,
2017-03-08,13,6.7,18.9,0,,,9.3,,1025.1,
2017-03-09,15,8.9,21.1,0,,,8.3,,1022.3,
2017-03-10,15.8,11.7,21.7,0,,,5.8,,1020.7,
2017-03-11,15.7,10.6,22.2,0,,,8.8,,1020.7,
2017-03-12,,,,,,,,,,
2017-03-13,16.9,9.4,25.6,0,,,3.9,,1018.5,
2017-03-14,18.5,12.2,27.2,0,,,7,,,
2017-03-15,15.6,12.2,20.6,0,,,9.7,,1019.5,
2017-03-16,15.5,12.2,20.6,0,,,9.2,,1021.7,
2017-03-17,16.1,8.3,25,0,,,5.6,,1017.4,
2017-03-18,15.8,11.7,22.8,0,,,8.6,,1017.1,
2017-03-19,15.3,12.2,21.7,0,,,5.3,,1016.9,
2017-03-20,14.8,11.7,17.8,,,,18.8,,1015.1,
2017-03-21,16.3,13.9,19.4,,,,18.1,,1013.2,
2017-03-22,12.7,10,15,,,,16.8,,1017.4,
2017-03-23,12.9,10,17.8,0,,,10.7,,1022.5,
2017-03-24,12.6,11.7,14.4,,,,18.4,,1021.9,
2017-03-25,13.9,11.7,17.8,,,,12.4,,1020.8,
2017-03-26,13.4,9.4,17.8,,,,8.6,,1019.3,
2017-03-27,13.4,10,17.2,,,,16.5,,1022.5,
2017-03-28,14.4,7.8,22.2,0,,,12.1,,1022.6,
2017-03-29,15.5,8.9,21.7,0,,,9.5,,1021.4,
2017-03-30,14.3,11.7,18.3,,,,21,,1018.8,
2017-03-31,16.2,11.7,22.8,0,,,22.1,,1015,
2017-04-01,17.7,10,25.6,0,,,7.5,,1015.7,
2017-04-02,17.1,10.6,25,,,,10.2,,1015.3,
2017-04-03,15.7,10,22.2,0,,,11.8,,1014.9,
2017-04-04,15.5,7.8,23.3,0,,,8.7,,1016.5,
2017-04-05,17.7,12.2,24.4,0,,,8.4,,1016.3,
2017-04-06,15.7,11.7,19.4,,,,19.4,,1011.8,
2017-04-07,14.8,11.1,18.3,,,137,18.8,,1010.9,
2017-04-08,10.9,8.3,14.4,,,,12.7,,1018.6,
2017-04-09,11.3,5,17.8,0,,,9.4,,1022.6,
2017-04-10,13.4,6.7,20,0,,,10.4,,1021.5,
2017-04-11,15.7,12.8,20,,,,18.1,,1015.8,
2017-04-12,16.3,14.4,19.4,,,150,19.2,,1014.5,
2017-04-13,13.5,10.6,16.7,,,,16.6,,1016.7,
2017-04-14,12.2,7.2,17.2,0,,,16,,1022.2,
2017-04-15,14,6.7,21.1,0,,,6.2,,1017.7,
2017-04-16,13.8,11.7,16.1,,,,13.9,,1014.3,
2017-04-17,15.5,13.9,18.9,,,,7.9,,1016.5,
2017-04-18,15.3,12.8,20,,,,8.9,,1019.2,
2017-04-19,15.2,7.8,21.7,0,,,9.9,,1023.2,
2017-04-20,15.8,12.2,20.6,,,,13.7,,1024.8,
2017-04-21,17.3,10,24.4,0,,,9.4,,1019.3,
2017-04-22,15.7,10,20,0,,,11.3,,1016.4,
2017-04-23,14.9,11.7,19.4,0,,296,17.6,,1016.6,
2017-04-24,14.1,11.7,16.7,,,,11.9,,1018.1,
2017-04-25,15,11.1,19.4,0,,,17.5,,1018.9,
2017-04-26,16.5,14.4,20,0,,,12.1,,1017.9,
2017-04-27,15.8,12.2,20.6,0,,,16.8,,1017.2,
2017-04-28,15.9,10,23.3,0,,,13.5,,1016.7,
2017-04-29,18.8,11.7,25.6,0,,,13.2,,1018.6,
2017-04-30,18.2,11.7,25.6,0,,,10,,1019.5,
2017-05-01,21.1,13.9,30.6,0,,,11.4,,1016.3,
2017-05-02,23.2,16.7,31.1,0,,,11.3,,1013.9,
2017-05-03,24.1,17.2,32.2,0,,,7.1,,1012.8,
2017-05-04,19.6,14.4,25.6,0,,,12.6,,1012.8,
2017-05-05,16,12.2,21.1,0,,,15.9,,1013.7,
2017-05-06,13.8,10.6,17.8,0,,,15.4,,1009.3,
2017-05-07,17,10.6,23.9,0,,,10.1,,1008.8,
2017-05-08,17.4,11.1,25,0,,,12.9,,1012.7,
2017-05-09,18.8,11.1,28.3,0,,,11.2,,1010.4,
2017-05-10,16.7,12.8,22.2,0,,161,19.1,,1016.1,
2017-05-11,16.4,12.8,21.7,0,,,13.5,,1020.3,
2017-05-12,14.4,11.7,18.9,0,,283,22.8,,1020.7,
2017-05-13,13.8,10.6,18.9,0,,288,18.7,,1018.3,
2017-05-14,14.2,10.6,19.4,0,,,11.4,,1013.5,
2017-05-15,14.1,9.4,21.1,0,,,15.2,,1012.9,
2017-05-16,14.1,10.6,18.3,0,,,11.5,,1017.6,
2017-05-17,15.8,11.7,21.7,0,,,17.1,,,
2017-05-18,17.8,8.9,26.7,0,,,10,,1014.7,
2017-05-19,21.5,13.3,30.6,0,,,9,,1013.4,
2017-05-20,22.5,14.4,31.1,0,,,9.5,,1013.2,
2017-05-21,22.5,16.1,31.1,0,,,9,,1012.5,
2017-05-22,19.9,13.9,28.3,0,,,10.3,,1014,
2017-05-23,19,15,25.6,0,,,11.9,,1013.7,
2017-05-24,17.5,14.4,23.3,0,,,10.8,,1009.7,
2017-05-25,16.2,13.3,20,0,,162,24,,1008.2,
2017-05-26,16.2,13.9,20.6,0,,,15.1,,1014.1,
2017-05-27,16.4,12.8,21.1,0,,,12.4,,1018.4,
2017-05-28,15.8,13.9,20.6,0,,315,15,,1018.3,
2017-05-29,15.2,12.8,19.4,0,,,14.3,,,
2017-05-30,15.5,12.2,20.6,0,,,14,,1014.9,
2017-05-31,18,13.9,24,,,,12.3,,1014.2,
2017-06-01,18.6,15.6,23.9,,,,14,,1014.5,
2017-06-02,18.8,12.2,26.7,0,,,11.1,,1013.9,
2017-06-03,17.7,12.8,23.9,0,,,11.7,,1013.2,
2017-06-04,17.9,12.8,23.9,0,,,11.3,,1014,
2017-06-05,18.3,11.1,26.7,0,,,10.2,,1012.7,
2017-06-06,17,12.8,22.2,0,,,11.9,,1013.4,
2017-06-07,17.3,12.8,23.3,0,,,10,,1013.2,
2017-06-08,18.2,15.6,21.7,,,,13.1,,1015,
2017-06-09,17.3,13.9,20.6,,,307,16.9,,1014.6,
2017-06-10,16.4,11.1,21.1,0,,,19.1,,1014.8,
2017-06-11,15.2,11.7,19.4,0,,267,20.5,,1014.6,
2017-06-12,15.8,12.2,21.1,0,,,12.9,,1019,
2017-06-13,17.6,11.1,25,0,,,12.2,,1017.5,
2017-06-14,19.3,12.8,28.3,0,,,13,,1015,
2017-06-15,19.6,12.8,26.7,0,,,14.8,,1016.8,
2017-06-16,22.9,17.2,30.6,0,,,12.5,,1015,
2017-06-17,23.7,16.7,31.1,0,,,11.6,,1012.3,
2017-06-18,29.2,21.7,38.9,0,,,7.7,,1007.7,
2017-06-19,26.5,20.6,33.9,,,,12,,1008.6,
2017-06-20,22.8,17.2,30.6,0,,,12.7,,1010.1,
2017-06-21,22.7,15,32.8,0,,,9.9,,1007.8,
2017-06-22,26.2,20,35,0,,,9.3,,1006.2,
2017-06-23,21.7,17.2,27.8,0,,,12.4,,1011.6,
2017-06-24,19.6,16.7,25,0,,,10.9,,1013.7,
2017-06-25,18.7,16.1,22.8,0,,,13.3,,1015.1,
2017-06-26,19.4,16.1,24.4,0,,,15.1,,1016.4,
2017-06-27,18.5,16.1,22.8,0,,,15.4,,1014.7,
2017-06-28,18.7,15.6,23.9,0,,,11.2,,1013.4,
2017-06-29,17.9,14.4,23.9,0,,,11.6,,1014.8,
2017-06-30,17.9,14.4,22.8,0,,,11.1,,1014.7,
2017-07-01,17.6,12.8,23.3,0,,,10.6,,1012.6,
2017-07-02,18.7,13.3,26.7,0,,,14.5,,1013.3,
2017-07-03,19.7,13.3,27.8,0,,,12.4,,1015.3,
2017-07-04,19.1,14.4,25.6,0,,,11.2,,1015.3,
2017-07-05,19,15,23.9,0,,,11.9,,,
2017-07-06,21.4,15,30,0,,,11.9,,1017.4,
2017-07-07,24.5,16.7,33.9,0,,,11.9,,1015.3,
2017-07-08,25.6,19.4,36.1,0,,,9.7,,1012.8,
2017-07-09,21.1,15,28.9,0,,,11.4,,1012.6,
2017-07-10,20.8,15,28.3,0,,,10.2,,1012.2,
2017-07-11,20.9,15,28.3,0,,,11.3,,1012.2,
2017-07-12,20.2,14.4,26.1,0,,,11.7,,1013.4,
2017-07-13,20.4,13.9,27.2,0,,,12.6,,1015.1,
2017-07-14,21,15,28.9,0,,,11,,1015.9,
2017-07-15,23.4,15,33.9,0,,,8.7,,1015.3,
2017-07-16,26.2,19.4,35.6,0,,,10.1,,1012.1,
2017-07-17,22.9,17.8,28.9,0,,,11.7,,1011.6,
2017-07-18,18.5,14.4,23.3,0,,,14.3,,1015.6,
2017-07-19,19.3,13.9,26.1,0,,,11,,1016,
2017-07-20,19.8,15,25,0,,,10.5,,1016.9,
2017-07-21,19.5,14.4,26.7,0,,,10.2,,1015.4,
2017-07-22,23,14.4,33.3,0,,,7.8,,1012.1,
2017-07-23,23,17.8,30,0,,,8.7,,1009.6,
2017-07-24,21.3,14.4,30,0,,,13,,1010.1,
2017-07-25,20.3,15.6,26.7,0,,,15.2,,1013.4,
2017-07-26,20.7,17.2,27.2,0,,,11.2,,1015.9,
2017-07-27,22.1,16.1,31.7,0,,,9.2,,1014.2,
2017-07-28,20.5,16.1,26.1,0,,,10.8,,1012.7,
2017-07-29,19.8,15,26.7,0,,,9.5,,1014.6,
2017-07-30,20,13.9,26.7,0,,,11.4,,1016.8,
2017-07-31,20.8,15.6,27.8,0,,,9.9,,1016.2,
2017-08-01,22.4,15.6,31.7,0,,,9.2,,1012.4,
2017-08-02,24.5,18.3,33.3,0,,,10.1,,1011.9,
2017-08-03,24.9,21.1,30.6,0,,,7.4,,1013.5,
2017-08-04,24.3,21.1,27.8,,,,7.9,,1013.4,
2017-08-05,21.6,17.2,26.1,0,,,12,,1013.1,
2017-08-06,20.3,17.2,25,0,,,13.2,,1013.2,
2017-08-07,19.7,17.2,24.4,0,,,12.6,,1014.3,
2017-08-08,20,17.2,25,0,,,11,,1014.1,
2017-08-09,19.1,16.7,22.8,0,,,12.6,,1014.3,
2017-08-10,19.1,16.7,24.4,0,,,12.8,,1014.4,
2017-08-11,19.7,16.7,26.7,0,,,10.9,,1013.5,
2017-08-12,18.8,16.1,23.3,0,,,11.3,,1013.4,
2017-08-13,19.7,14.4,26.7,0,,,,,1013.3,
2017-08-14,19.2,17.2,23.3,0,,,13,,1011.9,
2017-08-15,19.1,15.6,24.4,0,,,13.6,,1011.8,
2017-08-16,19.9,15.6,26.7,0,,,11.4,,1013.9,
2017-08-17,20.6,16.1,26.7,0,,,11.1,,1015.2,
2017-08-18,20.9,16.7,27.2,0,,,9.9,,1014.8,
2017-08-19,20.1,15.6,26.1,0,,,10.5,,1012.2,
2017-08-20,20.7,16.7,26.7,0,,,15.9,,1011.6,
2017-08-21,21,18.3,27.2,0,,,11.8,,1015,
2017-08-22,21.3,17.8,26.7,0,,,10.1,,1016.1,
2017-08-23,19.9,16.7,25.6,0,,,9.6,,1014.3,
2017-08-24,19.9,16.1,25,0,,,9.5,,1012.3,
2017-08-25,20.1,14.4,27.8,0,,,9,,1010.6,
2017-08-26,23.7,16.1,34.4,0,,,8,,1012.4,
2017-08-27,25.7,18.3,35.6,0,,,8.1,,1012.9,
2017-08-28,23.4,17.8,32.2,0,,,10.3,,1010.6,
2017-08-29,19.9,17.2,25,0,,,12.5,,1011.7,
2017-08-30,19.6,14.4,26.1,0,,,11.5,,1012,
2017-08-31,23.8,14.4,35,0,,,6.1,,1009.4,
2017-09-01,30.4,21.7,41.7,0,,,6.7,,1008.6,
2017-09-02,32.2,23.9,41.7,0,,,6.8,,1008.4,
2017-09-03,30.2,26.1,35,0,,,11.5,,1010.7,
2017-09-04,26.5,22.8,30.6,,,,13.3,,1010.5,
2017-09-05,25.6,21.1,31.1,0,,268,12.7,,1013.3,
2017-09-06,23,19.4,27.2,0,,,9.8,,1014.1,
2017-09-07,21.8,19.4,26.1,,,,14.5,,1014,
2017-09-08,20.2,17.2,25,0,,,10.4,,1012.2,
2017-09-09,22.3,18.3,29.4,0,,,8.6,,1014.4,
2017-09-10,25.7,18.3,34.4,0,,,8.2,,1013.2,
2017-09-11,26.6,21.1,35,,,,9.5,,,
2017-09-12,24.6,20,32.8,0,,,9.1,,1011.5,
2017-09-13,22,19.4,26.7,0,,,11,,1010.9,
2017-09-14,20.9,17.2,25,0,,,15.3,,1011.8,
2017-09-15,18.6,13.9,25,0,,,9.1,,1013.5,
2017-09-16,19.3,14.4,26.1,0,,,10.4,,1012.8,
2017-09-17,19.1,13.9,26.7,0,,,9,,1013.9,
2017-09-18,20,16.1,26.1,0,,,13.1,,1014.7,
2017-09-19,19,15,24.4,0,,300,16.5,,1015.8,
2017-09-20,18.6,14.4,23.9,0,,,10,,1013.5,
2017-09-21,17.2,13.9,21.7,0,,,16.5,,,
2017-09-22,16.1,10,22.8,0,,,11.4,,1012.6,
2017-09-23,18.4,10.6,26.7,0,,,9,,1012.5,
2017-09-24,19.5,11.1,28.3,0,,,9.6,,1013.4,
2017-09-25,21.2,13.3,30,0,,,8.3,,1012.4,
2017-09-26,23.2,15,32.2,0,,,9.4,,1009.5,
2017-09-27,24.4,16.7,33.3,0,,,7.9,,1011.2,
2017-09-28,22.4,16.1,31.1,0,,,9.2,,1013.6,
2017-09-29,18.2,14.4,23.3,0,,,8.1,,1015.3,
2017-09-30,19.7,15,26.1,0,,,9.4,,1014.3,
2017-10-01,18.8,13.3,26.1,0,,,10.7,,1012.5,
2017-10-02,18.2,12.2,26.1,0,,,12.3,,1009.8,
2017-10-03,16.3,10,23.3,0,,,8.3,,1010.5,
2017-10-04,17.8,10.6,26.1,0,,,12.3,,1017.3,
2017-10-05,18.7,10.6,28.3,0,,,9.4,,1016,
2017-10-06,19.9,11.1,31.1,0,,,6.3,,1016,
2017-10-07,19.1,11.7,28.9,0,,,10.2,,1012.2,
2017-10-08,19.4,11.7,29.4,0,,,7.4,,1009.1,
2017-10-09,20.7,13.9,28.9,0,,,8.5,,1012.1,
2017-10-10,18.6,11.7,26.1,0,,,10.1,,1012.8,
2017-10-11,15.4,11.1,20.6,0,,,12.1,,1014.6,
2017-10-12,15.5,8.9,23.3,0,,,7.7,,1017.9,
2017-10-13,15.7,8.3,25,0,,,8.2,,1019,
2017-10-14,18.1,10,26.7,0,,,7.8,,1018.6,
2017-10-15,18.9,8.9,29.4,0,,,5,,1019.2,
2017-10-16,19.8,11.1,29.4,0,,,4.4,,1019,
2017-10-17,19,13.3,26.1,0,,,4.7,,1018,
2017-10-18,15.1,11.1,22.8,0,,,7.4,,1017.1,
2017-10-19,16.3,12.2,21.1,,,,8.5,,1014.8,
2017-10-20,14.9,12.2,18.9,,,,15.2,,1018.3,
2017-10-21,14.9,8.9,21.1,0,,,11.5,,1023.9,
2017-10-22,16.5,10.6,23.3,0,,,6.8,,1026.2,
2017-10-23,21.7,12.8,31.1,0,,,9.6,,1022.4,
2017-10-24,23.5,15,33.9,0,,,2.5,,1019.1,
2017-10-25,22.4,15,32.2,0,,,4.8,,1014,
2017-10-26,22.5,13.9,31.7,0,,,4.9,,1011.7,
2017-10-27,21.4,15,30,0,,,5.2,,1013.9,
2017-10-28,17.1,13.3,25.6,0,,,7.6,,1013.2,
2017-10-29,15.4,13.9,18.9,0,,,4.4,,1012.3,
2017-10-30,15,12.8,19.4,0,,,12.8,,1011.5,
2017-10-31,16.3,13.9,21.1,0,,,8.6,,1012.7,
2017-11-01,15.2,10,21.7,0,,,8.1,,1014,
2017-11-02,15.3,10,20.6,0,,,7,,1015.9,
2017-11-03,16.2,14.4,19.4,,,123,14.2,,1016.4,
2017-11-04,14.4,10.6,15.6,,,,12.2,,1016.6,
2017-11-05,11.3,7.2,16.1,0,,,7.4,,1020,
2017-11-06,13.1,8.3,18.3,0,,,9.1,,1020.2,
2017-11-07,12.8,5.6,21.1,0,,,5.3,,1019.3,
2017-11-08,16,11.1,19.4,,,,13.6,,1015.1,
2017-11-09,16.6,13.9,20,,,,11,,1016.4,
2017-11-10,14.8,11.1,20.6,,,,8.8,,1017.6,
2017-11-11,14.5,10.6,19.4,0,,,5.5,,1018.6,
2017-11-12,14,8.9,20.6,0,,,7,,1019.8,
2017-11-13,16,11.1,22.2,2,,,11.2,,1022,
2017-11-14,15.4,12.2,19.4,0,,,7.4,,1022.2,
2017-11-15,15.4,11.1,21.7,,,,8.4,,1015.7,
2017-11-16,15,13.3,17.8,,,,10.6,,1012.2,
2017-11-17,13.3,10.6,17.2,,,,10,,1020.3,
2017-11-18,11,5,18.3,0,,,5.8,,1022.3,
2017-11-19,12,6.1,18.3,0,,,3.8,,1020,
2017-11-20,16.9,13.3,21.1,0,,,6.1,,1018.6,
2017-11-21,16.8,12.2,23.9,0,,,4.2,,1020.2,
2017-11-22,16.8,11.1,23.9,0,,,4.7,,1019.8,
2017-11-23,17.7,13.9,22.8,0,,,5.3,,1019.5,
2017-11-24,17.8,14.4,23.3,0,,,5.1,,,
2017-11-25,18.2,12.2,26.7,0,,,4.5,,1014.6,
2017-11-26,17.9,15,20,,,,12.1,,1014.9,
2017-11-27,12.7,9.4,15.6,,,,9.9,,1018.8,
2017-11-28,11.5,6.7,16.7,0,,,10,,1020.2,
2017-11-29,12.7,7.2,19.4,0,,,7.4,,1020.5,
2017-11-30,11.8,6.1,18.9,0,,,5.1,,1020.4,
2017-12-01,11,5.6,16.7,0,,,4.6,,1018.7,
2017-12-02,11.5,7.2,16.7,0,,,2.5,,1016.9,
2017-12-03,11.8,8.3,15,,,277,13,,1021.4,
2017-12-04,12.6,7.8,17.8,0,,,19.3,,1021.3,
2017-12-05,13,8.3,19.4,0,,,8,,1023.3,
2017-12-06,10.2,3.9,17.8,0,,,5,,1025.2,
2017-12-07,10.8,3.9,20,0,,,4.4,,1028.6,
2017-12-08,10.9,5,19.4,0,,,4.5,,1029.2,
2017-12-09,10.7,4.4,19.4,0,,,3,,1026,
2017-12-10,10.9,2.8,21.1,0,,,3.9,,1024.2,
2017-12-11,11.4,4.4,20,0,,,3.8,,1025.4,
2017-12-12,10.7,3.9,18.9,0,,,3.1,,1024.7,
2017-12-13,9.6,2.8,17.8,0,,,4.4,,1020.2,
2017-12-14,11.3,4.4,20.6,0,,,3.3,,,
2017-12-15,10.5,3.9,16.7,0,,,5.4,,,
2017-12-16,,,,0,,,16.2,,1014.1,
2017-12-17,13.9,9.4,19.4,0,,,12.8,,1016.8,
2017-12-18,10.8,5.6,17.8,0,,,3.4,,1021.8,
2017-12-19,10.6,3.9,18.3,0,,,6.4,,1021.6,
2017-12-20,10.3,6.7,13.3,1.8,,,11.9,,1022.6,
2017-12-21,8.3,2.8,14.4,0,,,9.1,,1024.4,
2017-12-22,7.7,1.7,14.4,0,,,4.6,,1026.2,
2017-12-23,9,4.4,13.3,0,,,2.6,,1024.4,
2017-12-24,10.1,7.8,12.2,0,,,2.8,,1022.3,
2017-12-25,10.6,5.6,15.6,0,,,2.9,,1022,
2017-12-26,10.6,5.6,17.2,0,,,5.3,,1023,
2017-12-27,9.6,3.9,16.7,0,,,4.4,,1025.1,
2017-12-28,10.4,4.4,18.9,0,,,2.6,,1023.4,
2017-12-29,10.4,3.9,18.9,0,,,2.8,,1021.4,
2017-12-30,9.7,4.4,17.2,0,,,2.9,,1018.9,
2017-12-31,,,,,,,,,,
2018-01-01,11.9,6.7,17.2,0,,,2.1,,1022.3,
2018-01-02,12.4,8.9,16.1,0,,,2.8,,1020.7,
2018-01-03,12.2,8.3,15.6,,,,5.8,,1016.7,
2018-01-04,16.1,12.2,20.6,,,133,14.5,,1018.1,
2018-01-05,15.5,12.2,18.9,,,,10.8,,1021.8,
2018-01-06,12.8,10,16.1,,,,7.2,,1022.6,
2018-01-07,10.5,8.3,13.3,0,,,3,,1019.4,
2018-01-08,13.7,11.1,16.1,31.7,,,9,,1008.6,
2018-01-09,13.5,11.1,15.6,,,,14.5,,1005.4,
2018-01-10,11.5,7.8,13.3,0,,,7.7,,1020.6,
2018-01-11,14,12.2,17.8,0,,,4.2,,1025.9,
2018-01-12,12.6,10,15.6,0,,,7.8,,1026.8,
2018-01-13,11.2,6.1,18.3,0,,,3.5,,1022.6,
2018-01-14,10.7,7.8,15,0,,,3.6,,,
2018-01-15,12.8,8.3,19.4,0,,,5.3,,1019.4,
2018-01-16,14.6,12.2,18.9,0,,,6.2,,1022.4,
2018-01-17,14.8,12.2,18.3,0,,,5,,1022.8,
2018-01-18,13.5,10.6,20,,,,12.4,,,
2018-01-19,11.2,8.3,14.4,,,,10.6,,1019.2,
2018-01-20,9.2,4.4,14.4,0,,,7.6,,1021.9,
